RAM_BUFFER_SIZE_MB,MERGE_POLICY,MERGE_SCHEDULER,COMMIT_ON_CLOSE,CHECK_PENDING_FLUSH_UPDATE,READER_POOLING,MAX_BUFFERED_DOCS,CODEC,USE_COMPOUND_FILE,INDEX_DELETION_POLICY,MAX_TOKEN_LENGTH,MAX_CFS_SEGMENT_SIZE_MB,NO_CFS_RATIO,INDEX_COMMIT,MERGED_SEGMENT_WARMER,RAM_PER_THREAD_HARD_LIMIT,SIMILARITY,time
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,29.47
1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,33.41
1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,33.41
1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,29.465
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,32.747
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,36.515
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,28.572
1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,36.859
1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,36.887
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,32.747
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.747
1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,36.653
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.747
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,36.882
1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,33.431
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,33.405
0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,36.274
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,28.572
1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,36.711
1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,28.567
1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,36.882
1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,33.405
1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,36.882
1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,32.753
1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,29.47
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36.854
0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,36.706
0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,36.271
1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,36.887
1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,36.887
1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,33.41
0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,28.567
1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,36.515
0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,30.633
0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,33.041
1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,36.269
1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,36.854
0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,36.269
1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,36.711
1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,36.706
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36.276
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,33.194
1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,30.633
0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,36.519
1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,36.269
1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,30.628
0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,36.706
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.747
0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,36.706
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,28.572
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29.47
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,32.747
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,32.747
0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,36.274
1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,33.405
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32.748
1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,29.47
0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,33.199
1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,29.465
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,36.854
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,33.194
1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,36.269
0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,28.572
1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,30.633
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,32.747
1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,32.748
1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,36.269
1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,36.52
0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,36.64
1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,36.854
0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,36.854
0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,36.478
1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,36.706
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,29.47
0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,36.711
0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,36.514
0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,33.41
0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,33.439
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.215
1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,32.753
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,36.515
1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,36.859
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.747
0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,30.628
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36.854
0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,36.854
1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,32.753
1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,36.859
1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,36.706
1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,36.711
0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,32.742
1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,30.628
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,36.882
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,36.854
0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,36.706
1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,36.854
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,33.199
0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,36.885
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,36.276
1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,33.431
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32.747
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,36.882
1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,36.711
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.47
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,36.854
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,28.572
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,36.274
0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,36.478
0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,36.276
1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,33.215
1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,29.47
0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,33.218
0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,36.519
0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,28.572
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,36.854
0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,36.89
1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,32.753
1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,36.882
0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,36.89
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,33.199
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33.439
1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,36.887
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,36.854
1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,36.854
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,36.887
1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,32.753
1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,33.405
1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,32.753
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,33.21
1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,29.47
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,32.747
1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,36.515
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,33.046
0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,36.89
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,36.274
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,32.753
0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,36.514
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,36.706
0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,30.628
1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,33.41
0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,36.271
1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,33.405
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33.046
0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,36.706
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,33.405
1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,33.405
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,28.572
1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,28.572
0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,30.628
0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,33.194
0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,33.218
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32.747
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28.572
0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,36.519
1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,36.658
0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,36.269
0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,36.706
0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,33.041
1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,33.218
1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,36.887
0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,36.706
1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,33.215
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,33.199
0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,36.519
1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,36.515
0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,30.633
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,33.199
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,36.276
1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,36.882
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,36.276
1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,36.52
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,36.882
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,28.567
1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,28.572
0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,33.194
1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,28.567
1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,36.515
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33.046
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36.276
0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,33.041
1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32.748
1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,36.653
1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,33.405
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,33.046
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,33.046
1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,33.405
0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,36.519
0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,36.854
1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,33.223
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,36.854
1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,36.706
1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,33.218
1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,28.567
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28.572
1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,29.47
1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,36.515
0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,33.405
1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,30.633
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,29.47
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33.215
1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,36.706
